"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet","Cigarette_Last_Usedd"
"11325","F","7th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","6","S","Yes","Most of the time","Rarely",NA
"11326","F","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","No","S","Yes","Rarely","Never",NA
"11327","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Rarely","Sometimes",NA
"11328","F","7th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11329","M","7th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"11330","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Rarely","Sometimes",NA
"11331","M","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11332","M","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","5","S","Yes","Rarely","Rarely",NA
"11333","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Never","Never",NA
"11334","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Never",NA
"11335","M","7th","Yes","1","0","S","S","S","No","S","S","No","No","No","No","No","S","Yes","Rarely","Never",NA
"11336","M","7th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"11337","M","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Not sure","Yes","S","Yes","Never","Never",NA
"11338","M","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","No","Yes","S","Yes","Never","Never",NA
"11339","F","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Most of the time","Most of the time",NA
"11340","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11341","F","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Never",NA
"11342","F","7th","Yes","75","0","S","S","S","Yes","0","Last 6 Months","S","S","S","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11343","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Always","Always",NA
"11344","F","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Sometimes","Sometimes",NA
"11345","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","No","No","S","Yes","Most of the time","Rarely",NA
"11346","M","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","5","S","Yes","Sometimes","Sometimes",NA
"11347","F","7th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"11348","M","7th","Yes","1","0","S","S","S","Yes","0","Last 6 Months","S","S","S","Yes","Yes","S","Yes","Never","Never",NA
"11349","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","No","3","S","Yes","Rarely","Rarely",NA
"11350","M","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Never",NA
"11351","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Never","Rarely",NA
"11352","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Never",NA
"11353","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11354","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11355","M","8th","Yes","100","Last Month","S","S","S","No","S","S","No","No","No","Not sure","Yes","Yes","Yes","Sometimes","Sometimes",NA
"11356","F","8th","Yes","75","15","S","S","S","No","S","S","No","No","No","Yes","3","No","No","Rarely","Rarely",NA
"11357","M","8th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Never",NA
"11358","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Sometimes",NA
"11359","F","8th","Yes","75","Last 7 Days","S","S","S","No","S","S","No","No","No","Yes","Yes","No","Yes","Sometimes","Always",NA
"11360","F","8th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"11361","F","8th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11362","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Rarely",NA
"11363","F","8th","Yes","75","0","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","4","S","Yes","Rarely","Sometimes",NA
"11364","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Sometimes",NA
"11365","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"11366","M","8th","No","S","S","No","No","No","No","S","S","Yes","No","No","Not sure","Yes","S","Yes","Rarely","Rarely",NA
"11367","F","8th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Most of the time","Sometimes",NA
"11368","M","8th","No","S","S","Yes","Yes","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11369","M","8th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11370","F","8th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Sometimes",NA
"11371","M","8th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"11372","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Rarely","Rarely",NA
"11373","F","8th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"11374","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Sometimes","Rarely",NA
"11375","M","8th","Yes","1","0","S","S","S","No","S","S","Yes","No","No","Not sure","No","S","No","Sometimes","Never",NA
"11376","F","8th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11377","F","8th","Yes","100","20","S","S","S","Yes","0","Last Year","S","S","S","Yes","Yes","No","Yes","Never","Never",NA
"11378","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","4","S","Yes","Sometimes","Sometimes",NA
"11379","F","8th","No","S","S","Yes","No","Yes","No","S","S","No","No","No","Yes","4","S","No","Most of the time","Rarely",NA
"11380","F","8th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"11381","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","5","S","Yes","Rarely","Never",NA
"11382","F","8th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"11383","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"11384","M","8th","Yes","1","0","S","S","S","No","S","S","No","No","No","No","Yes","S","No","Sometimes","Sometimes",NA
"11385","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Never","Rarely",NA
"11386","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","5","S","Yes","Rarely","Always",NA
"11387","M","8th","Yes","75","Last Month","S","S","S","No","S","S","No","No","No","Yes","Yes","Yes","Yes","Most of the time","Sometimes",NA
"11388","M","8th","No","S","S","Yes","No","No","No","S","S","No","No","No","No","3","S","Yes","Sometimes","Rarely",NA
"11389","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","No","Never","Never",NA
"11390","M","8th","Yes","1","Today","S","S","S","No","S","S","No","No","No","Yes","Yes","N","Yes","Rarely","Rarely",NA
"11391","F","8th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Sometimes",NA
"11392","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Sometimes",NA
"11393","M","8th","Yes","75","0","S","S","S","Yes","0","5 Years Ago","S","S","S","Yes","4","S","Yes","Most of the time","Most of the time",NA
"11394","F","8th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"11395","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"11396","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Always","Most of the time",NA
"11397","F","9th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"11398","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","No","4","S","Yes","Most of the time","Sometimes",NA
"11399","M","9th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"11400","F","9th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Most of the time","Rarely",NA
"11401","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11402","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Sometimes",NA
"11403","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"11404","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Rarely","Rarely",NA
"11405","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Never",NA
"11406","F","9th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"11407","M","9th","Yes","1","0","S","S","S","No","S","S","No","No","No","No","3","S","Yes","Rarely","Rarely",NA
"11408","F","9th","No","S","S","No","No","No","No","S","S","Yes","No","No","No","4","S","Yes","Never","Never",NA
"11409","M","9th","No","S","S","Yes","No","Yes","No","S","S","No","No","No","No","Yes","S","Yes","Rarely","Never",NA
"11410","M","9th","Yes","1","0","S","S","S","No","S","S","No","No","No","No","4","S","Yes","Sometimes","Sometimes",NA
"11411","F","9th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"11412","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Most of the time","Rarely",NA
"11413","F","9th","No","S","S","Yes","No","Yes","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Rarely",NA
"11414","F","9th","No","S","S","Yes","No","No","No","S","S","No","No","No","No","No","S","Yes","Sometimes","Never",NA
"11415","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Never",NA
"11416","F","9th","Yes","1","0","S","S","S","No","S","S","No","No","No","No","Yes","S","Yes","Most of the time","Never",NA
"11417","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Rarely",NA
"11418","F","9th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Sometimes",NA
"11419","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Sometimes",NA
"11420","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","No","S","Yes","Never","Rarely",NA
"11421","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"11422","F","9th","No","S","S","Yes","Yes","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Never",NA
"11423","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11424","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"11425","F","10th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","4","S","Yes","Most of the time","Sometimes",NA
"11426","M","10th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11427","F","10th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"11428","F","10th","Yes","15","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"11429","F","10th","No","S","S","Yes","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Most of the time","Sometimes",NA
"11430","F","10th","Yes","1","Today","S","S","S","No","S","S","No","No","No","No","Yes","No","Yes","Sometimes","Sometimes",NA
"11431","F","10th","No","S","S","Yes","No","No","No","S","S","No","No","No","No","3","S","Yes","Sometimes","Rarely",NA
"11432","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Rarely",NA
"11433","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"11434","M","11th","Yes","100","30","S","S","S","No","S","S","Yes","No","No","Yes","Yes","Yes","No","Rarely","Never",NA
"11435","M","11th","Yes","100","30","S","S","S","Yes","0","Last Year","S","S","S","Yes","Yes","Yes","Yes","Never","Rarely",NA
"11436","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Most of the time","Rarely",NA
"11437","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11438","M","11th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","4","S","Yes","Sometimes","Sometimes",NA
"11439","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"11440","M","11th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11441","M","11th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","No","S","Yes","Rarely","Rarely",NA
"11442","F","11th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"11443","F","11th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","No","Yes","S","Yes","Never","Rarely",NA
"11444","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"11445","F","11th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11446","M","11th","Yes","15","0","S","S","S","No","S","S","No","Yes","No","Yes","No","S","Yes","Rarely","Never",NA
"11447","F","11th","Yes","75","0","S","S","S","No","S","S","No","No","No","No","4","S","Yes","Sometimes","Sometimes",NA
"11448","F","11th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Never",NA
"11449","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"11450","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Rarely",NA
"11451","M","11th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","No","S","Yes","Never","Never",NA
"11452","M","11th","Yes","75","Today","S","S","S","No","S","S","Yes","Yes","Yes","No","3","Yes","Yes","Rarely","Rarely",NA
"11453","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Most of the time","Rarely",NA
"11454","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"11455","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Rarely",NA
"11456","M","12th","Yes","15","Last 7 Days","S","S","S","No","S","S","Yes","No","No","Yes","3","No","Yes","Most of the time","Sometimes",NA
"11457","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Most of the time","Rarely",NA
"11458","F","11th","No","S","S","Yes","Yes","Yes","No","S","S","Yes","No","No","Yes","No","S","Yes","Sometimes","Never",NA
"11459","F","11th","Yes","100","30","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","3","Yes","Yes","Most of the time","Sometimes",NA
"11460","F","11th","Yes","75","0","S","S","S","No","S","S","No","No","No","Not sure","4","S","Yes","Sometimes","Sometimes",NA
"11461","F","11th","Yes","75","0","S","S","S","No","S","S","No","No","No","No","3","S","Yes","Rarely","Always",NA
"11462","M","11th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"11463","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11464","F","12th","Yes","1","0","S","S","S","No","S","S","Yes","No","No","Yes","5","S","Yes","Sometimes","Most of the time",NA
"11465","F","12th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"11466","F","12th","Yes","100","30","S","S","S","Yes","1","Last 7 Days","S","S","S","Yes","No","Yes","No","Sometimes","Never",NA
"11467","M","12th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Rarely","Never",NA
"11468","M","12th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11469","F","12th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","4","S","No","Sometimes","Rarely",NA
